Date,Job Title,Link,Company,Location,Job Type
25 Mai 2019,Animateur des Ateliers Informatiques,https://www.jobinfocamer.com/job/20668/animateur-des-ateliers-informatiques-a-genius-center,GENIUS CENTER,Kribi,STAGE
24 Mai 2019,INFORMATICIENS SPECIALISTES DE BASES DE DONNEES,https://www.jobinfocamer.com/job/20660/informaticiens-specialistes-de-bases-de-donnees-a-entreprise-de-la-place,Entreprise de la place,Yaoundé,CDD
20 Mai 2019,Ingénieur développement Web,https://www.jobinfocamer.com/job/20601/ingenieur-developpement-web-a-themis-technologies,Thémis technologies,Yaoundé,STAGE
17 Mai 2019,Stagiaire developpeur,https://www.jobinfocamer.com/job/20579/stagiaire-developpeur-a-themis-technologies,Thémis technologies,Yaoundé,STAGE
17 Mai 2019,Développeur frontend and UX designer,https://www.jobinfocamer.com/job/20577/developpeur-frontend-and-ux-designer-a-agtx,AGTX,Yaoundé,CDI
17 Mai 2019,Gestionnaire Système d’Informations et Gestion Sénior,https://www.jobinfocamer.com/job/20575/gestionnaire-systeme-d-informations-et-gestion-senior-a-advans-cameroun,ADVANS CAMEROUN,Douala,CDI
15 Mai 2019,Développeur Javascript Front-End,https://www.jobinfocamer.com/job/20548/developpeur-javascript-front-end-a-binghana-ltd,Binghana Ltd,Yaoundé,STAGE
15 Mai 2019,Développeur Mobile IOS / Android,https://www.jobinfocamer.com/job/20547/developpeur-mobile-ios-android-a-binghana-ltd,Binghana Ltd,Yaoundé,STAGE
15 Mai 2019,Web Designer (Intern),https://www.jobinfocamer.com/job/20543/web-designer-intern--a-expert-versions,Expert Versions,Douala,STAGE
14 Mai 2019,DEVELOPPEUR FRONT-END,https://www.jobinfocamer.com/job/20522/developpeur-front-end-a-cotafric,COTAFRIC,Douala,CDI
09 Mai 2019,BUSINESS SOLUTION ENGINEER,https://www.jobinfocamer.com/job/20466/business-solution-engineer-a-entreprise-de-ntic,ENTREPRISE DE NTIC,Yaoundé,CDI
08 Mai 2019,DEVELOPPEUR LOGICIEL/SOFTWARE DEVELOPPER,https://www.jobinfocamer.com/job/20457/developpeur-logiciel-software-developper-a-gtic,GTIC,Douala,CDD
08 Mai 2019,WEB DESIGNER,https://www.jobinfocamer.com/job/20455/web-designer-a-ewonga-sarl,EWONGA SARL,Douala,CDD
08 Mai 2019,Ingénieur Support,https://www.jobinfocamer.com/job/20453/ingenieur-support-a-itgstore-consulting,ITGSTORE Consulting,Douala,CDI
08 Mai 2019,PROGRAMMEUR WEB ET MOBILE,https://www.jobinfocamer.com/job/20452/programmeur-web-et-mobile-a-gtic,GTIC,Douala,CDD
08 Mai 2019,DÉVELOPPEUR/CONCEPTEUR/ANALYSTE,https://www.jobinfocamer.com/job/20448/developpeur-concepteur-analyste-a-cediane-sarl,CEDIANE SARL,Douala,STAGE
08 Mai 2019,Web Developer,https://www.jobinfocamer.com/job/20446/web-developer-a-peers-exchange-cameroon,Peers Exchange Cameroon,Douala,CDI
07 Mai 2019,Chargé de suivi-évaluation,https://www.jobinfocamer.com/job/20441/charge-de-suivi-evaluation-a-la-croix-rouge-camerounaise-et-la-croix-rouge-francaise,La Croix-Rouge camerounaise et la Croix-Rouge française,Batouri - Est-Cameroun,CDD
06 Mai 2019,Développeur web Senior,https://www.jobinfocamer.com/job/20419/developpeur-web-senior-a-universal-software,UNIVERSAL SOFTWARE,Douala,CDD
03 Mai 2019,Webmaster,https://www.jobinfocamer.com/job/20401/webmaster-a-denis-and-lenora-foretia-foundation,Denis and Lenora Foretia Foundation,Yaoundé,CDI
03 Mai 2019,Administrateur base de données MS SQL Server confirmé(e),https://www.jobinfocamer.com/job/20400/administrateur-base-de-donnees-ms-sql-server-confirme-e--a-entreprise-de-la-place,Entreprise de la place,Douala,CDI
02 Mai 2019,Stage Académique en Analyse de Données,https://www.jobinfocamer.com/job/20389/stage-academique-en-analyse-de-donnees-a-shlife-sas,SHLIFE SAS,Douala,STAGE
30 Avril 2019,Développeur Mobile,https://www.jobinfocamer.com/job/20362/developpeur-mobile-a-it-services,IT SERVICES,Yaoundé,CDI
26 Avril 2019,Développeur Odoo,https://www.jobinfocamer.com/job/20339/developpeur-odoo-a-it-services,IT SERVICES,Yaoundé,CDI
25 Avril 2019,Java Engineer,https://www.jobinfocamer.com/job/20321/java-engineer-a-rfo-consulting,RFO CONSULTING,Douala,CDD
24 Avril 2019,"Freelancer WEB (Django, React JS)",https://www.jobinfocamer.com/job/20286/freelancer-web-django-react-js--a-ewonga-sarl,EWONGA SARL,Douala,CDD
18 Avril 2019,Animateur des Ateliers Informatiques,https://www.jobinfocamer.com/job/20207/animateur-des-ateliers-informatiques-a-genius-center,Genius Center,Douala,STAGE
17 Avril 2019,Développeur Mobile Flutter,https://www.jobinfocamer.com/job/20194/developpeur-mobile-flutter-a-it-services,IT SERVICES,Yaoundé,CDI
17 Avril 2019,Développeur BI,https://www.jobinfocamer.com/job/20193/developpeur-bi-a-it-services,IT SERVICES,Yaoundé,CDI
17 Avril 2019,Développeur Web PRESTASHOP,https://www.jobinfocamer.com/job/20192/developpeur-web-prestashop-a-binghana-ltd,Binghana Ltd,Yaoundé,CDI
17 Avril 2019,Intégrateur Web,https://www.jobinfocamer.com/job/20191/integrateur-web-a-binghana-ltd,Binghana Ltd,Yaoundé,CDI
16 Avril 2019,DÉVELOPPEUR D'APPLICATIONS MOBILES,https://www.jobinfocamer.com/job/20187/developpeur-d-applications-mobiles-a-ufi-payment-solutions,UFI PAYMENT SOLUTIONS,Yaoundé,CDD
15 Avril 2019,FROND END( UI/UX) DEVELOPER AND WEB and GRAPHIC DESIGNER AT VTC,https://www.jobinfocamer.com/job/20165/frond-end-ui-ux-developer-and-web-and-graphic-designer-at-vtc-a-vtc,VTC,Douala,CDI
14 Avril 2019,Database Administrator,https://www.jobinfocamer.com/job/20147/database-administrator-a-cidc-s-a-,CIDC S.A.,Yaoundé,CDI
12 Avril 2019,Chef d'équipe de développement JAVA JEE SPRING,https://www.jobinfocamer.com/job/20129/chef-d-equipe-de-developpement-java-jee-spring-a-it-services,IT SERVICES,Yaoundé,CDI
11 Avril 2019,Développeur Web,https://www.jobinfocamer.com/job/20118/developpeur-web-a-paykap-mobile-money,PayKap Mobile Money,Douala,CDI
10 Avril 2019,RESPONSABLE INFORMATIQUE,https://www.jobinfocamer.com/job/20111/responsable-informatique-a-auto-22-industry-sarl,AUTO 22 INDUSTRY SARL,Douala,CDI
08 Avril 2019,DÉVELOPPEUR JAVA JEE SPRING,https://www.jobinfocamer.com/job/20079/developpeur-java-jee-spring-a-it-services,IT SERVICES,Yaoundé,CDI
06 Avril 2019,Développeur Web,https://www.jobinfocamer.com/job/20069/developpeur-web-a-donsyl,DONSYL,Yaoundé,STAGE
06 Avril 2019,ICT Focal Point,https://www.jobinfocamer.com/job/20066/ict-focal-point-a-organisation-mondiale-de-la-sante,ORGANISATION MONDIALE DE LA SANTE,Yaoundé,CDD
04 Avril 2019,Développeur d'applications,https://www.jobinfocamer.com/job/20044/developpeur-d-applications-a-smopaye-sarl,SMOPAYE SARL,Yaoundé,CDI
03 Avril 2019,Stagiaire développeur Web,https://www.jobinfocamer.com/job/20032/stagiaire-developpeur-web-a-betuulabs,Betuulabs,Douala,STAGE
02 Avril 2019,Développeur(s) stagiaire(s),https://www.jobinfocamer.com/job/20018/developpeur-s-stagiaire-s--a-mainic-sas,Mainic SAS,Douala,STAGE
29 Mars 2019,Développeur  Web programmation orientée objet (POO),https://www.jobinfocamer.com/job/19972/developpeur-web-programmation-orientee-objet-poo--a-paykap-mobile-money,PayKap Mobile Money,Douala,CDI
29 Mars 2019,"Designers, Developers and Robotics engineers wanted",https://www.jobinfocamer.com/job/19970/designers-developers-and-robotics-engineers-wanted-a-genius-center,Genius Center,Douala,CDI
27 Mars 2019,Stage préemploi Ingénieur système embarqué,https://www.jobinfocamer.com/job/19953/stage-preemploi-ingenieur-systeme-embarque-a-bao-sarl,BAO SARL,Douala,STAGE
26 Mars 2019,Développeur Web JEE,https://www.jobinfocamer.com/job/19933/developpeur-web-jee-a-it-services,IT SERVICES,Yaoundé,CDI
22 Mars 2019,Formateur expérimenté en pack office,https://www.jobinfocamer.com/job/19898/formateur-experimente-en-pack-office-a-archipel,ARCHIPEL,Douala,CDI
21 Mars 2019,QUALITY ASSURANCE ENGINEER (MOBILE AND WEB APPS),https://www.jobinfocamer.com/job/19876/quality-assurance-engineer-mobile-and-web-apps--a-maviance-cameroon-plc,Maviance Cameroon PLC,Douala,CDI
21 Mars 2019,Infrastructure Server and Desktop Support Services Officer,https://www.jobinfocamer.com/job/19868/infrastructure-server-and-desktop-support-services-officer-a-ecobank-cameroun,ECOBANK CAMEROUN,Douala,CDI
20 Mars 2019,Technicien en télécommunication,https://www.jobinfocamer.com/job/19859/technicien-en-telecommunication-a-telecom-upgrade,TELECOM UPGRADE,Douala et Yaoundé,STAGE
19 Mars 2019,ICT Supervisor,https://www.jobinfocamer.com/job/19840/ict-supervisor-a-doctors-without-borders,Doctors Without Borders,Buéa,CDD
17 Mars 2019,Développeur d’applications web Java EE et mobile hybride avec IONIC,https://www.jobinfocamer.com/job/19813/developpeur-d-applications-web-java-ee-et-mobile-hybride-avec-ionic-a-jas-sarl,JAS sarl,Yaoundé,CDD
15 Mars 2019,Stagiaires développeurs,https://www.jobinfocamer.com/job/19794/stagiaires-developpeurs-a-h2-altitude,H2 Altitude,Yaoundé,STAGE
15 Mars 2019,COMMUNITY MANAGER,https://www.jobinfocamer.com/job/19792/community-manager-a-css-engineering,CSS ENGINEERING,Douala,STAGE
12 Mars 2019,Développeur Web (Télétravail),https://www.jobinfocamer.com/job/19744/developpeur-web-teletravail--a-it-services,IT SERVICES,Yaoundé,STAGE
10 Mars 2019,Développeur Web J2E,https://www.jobinfocamer.com/job/19724/developpeur-web-j2e-a-it-services,IT SERVICES,Yaoundé,CDI
09 Mars 2019,Stage Académique Développeur logiciel,https://www.jobinfocamer.com/job/19716/stage-academique-developpeur-logiciel-a-bao-sarl,BAO SARL,Douala,STAGE
05 Mars 2019,CADRE DÉVELOPPEUR,https://www.jobinfocamer.com/job/19647/cadre-developpeur-a-tradex-sa,TRADEX SA,Douala,CDI
04 Mars 2019,DATA ANALYST,https://www.jobinfocamer.com/job/19639/data-analyst-a-africa-food-distribution-sa,AFRICA FOOD DISTRIBUTION SA,Douala,CDI
02 Mars 2019,Développeur,https://www.jobinfocamer.com/job/19619/developpeur-a-cediane-sarl,CEDIANE SARL,Douala,CDD
01 Mars 2019,Développeur Web,https://www.jobinfocamer.com/job/19616/developpeur-web-a-cameroun-digital,Cameroun Digital,Douala,STAGE
26 Février 2019,DEVELOPPEUR FULL STACK,https://www.jobinfocamer.com/job/19565/developpeur-full-stack-a-artitalent,ARTITALENT,Yaoundé,STAGE
22 Février 2019,Webdesigner,https://www.jobinfocamer.com/job/19523/webdesigner-a-engie-soft-sarl,Engie Soft Sarl,Douala,CDD
18 Février 2019,Technico-commercial,https://www.jobinfocamer.com/job/19479/technico-commercial-a-mobility-cloud,Mobility Cloud,Yaoundé,CDI
16 Février 2019,Electronicien,https://www.jobinfocamer.com/job/19454/electronicien-a-sbc-sarl,SBC SARL,Douala,STAGE
16 Février 2019,Analyste-programmeur,https://www.jobinfocamer.com/job/19453/analyste-programmeur-a-sbc-sarl,SBC SARL,Douala,STAGE
15 Février 2019,DÉVELOPPEURS FREELANCE,https://www.jobinfocamer.com/job/19448/developpeurs-freelance-a-cabinet-affides,Cabinet AFFIDES,Douala et Yaoundé,CDI
15 Février 2019,Web design,https://www.jobinfocamer.com/job/19445/web-design-a-mobility-cloud,Mobility Cloud,Yaoundé,STAGE
15 Février 2019,Gestionnaire site internet,https://www.jobinfocamer.com/job/19443/gestionnaire-site-internet-a-h-market-center,H-Market Center,Douala,CDD
15 Février 2019,Développeurs Web (Stage Pré-emploi),https://www.jobinfocamer.com/job/19441/developpeurs-web-stage-pre-emploi--a-ktc-center,KTC-CENTER,Yaoundé,STAGE
14 Février 2019,DÉVELOPPEUR BACK-END ET FRONT-END,https://www.jobinfocamer.com/job/19428/developpeur-back-end-et-front-end-a-cabinet-affides,Cabinet AFFIDES,Yaoundé,CDI
14 Février 2019,Développeur  Web C# ou ASP.NET,https://www.jobinfocamer.com/job/19421/developpeur-web-c-ou-asp-net-a-paykap-mobile-money,PayKap Mobile Money,Douala,CDI
12 Février 2019,DEVELOPPEUR MOBILE FRONTEND(IONIC 3+) – FOU DE CODE ET FUN,https://www.jobinfocamer.com/job/19400/developpeur-mobile-frontend-ionic-3-fou-de-code-et-fun-a-gibraltech,GIBRALTECH,Douala,STAGE
12 Février 2019,DEVELOPPEUR BACKEND SYMFONY – FOU DE CODE ET FUN,https://www.jobinfocamer.com/job/19398/developpeur-backend-symfony-fou-de-code-et-fun-a-gibraltech,GIBRALTECH,Douala,STAGE
11 Février 2019,Chef de projet Web/ Développement Digital,https://www.jobinfocamer.com/job/19383/chef-de-projet-web-developpement-digital-a-easy-group,EASY GROUP,Douala,CDD
09 Février 2019,CONTENT MANAGER,https://www.jobinfocamer.com/job/19368/content-manager-a-h-market-center,H-Market Center,Douala,CDD
08 Février 2019,Informaticien en maintenance informatique et réseau,https://www.jobinfocamer.com/job/19352/informaticien-en-maintenance-informatique-et-reseau-a-sodecoton,SODECOTON,Garoua,CDI
08 Février 2019,Webmaster,https://www.jobinfocamer.com/job/19351/webmaster-a-sodecoton,SODECOTON,Garoua,CDI
08 Février 2019,Développeur,https://www.jobinfocamer.com/job/19350/developpeur-a-sodecoton,SODECOTON,Garoua,CDI
08 Février 2019,Responsable de la Sécurité SI,https://www.jobinfocamer.com/job/19349/responsable-de-la-securite-si-a-sodecoton,SODECOTON,Garoua,CDI
05 Février 2019,STAGIAIRE RESPONSABLE SYSTÈME D’INFORMATION,https://www.jobinfocamer.com/job/19323/stagiaire-responsable-systeme-d-information-a-entreprise-de-ntic,ENTREPRISE DE NTIC,Yaoundé,STAGE
31 Janvier 2019,Stagiaire assistant(e) au Laboratoire de fabrication numérique Ongola Fablab,https://www.jobinfocamer.com/job/19281/stagiaire-assistant-e-au-laboratoire-de-fabrication-numerique-ongola-fablab-a-agence-universitaire-de-la-francophonie-auf-,Agence universitaire de la Francophonie(AUF),Yaoundé,STAGE
31 Janvier 2019,Dévelopeur Wordpress/Prestashop,https://www.jobinfocamer.com/job/19266/developeur-wordpress-prestashop-a-soft-energy,Soft-Energy,Douala,CDD
30 Janvier 2019,DEVELOPPEUR WEB BACKEND – FOU DE CODE ET FUN,https://www.jobinfocamer.com/job/19261/developpeur-web-backend-fou-de-code-et-fun-a-gibraltech,GIBRALTECH,Douala,STAGE
30 Janvier 2019,DEVELOPPEUR WEB BACKEND (NODE JS) – FOU DE CODE ET FUN,https://www.jobinfocamer.com/job/19260/developpeur-web-backend-node-js-fou-de-code-et-fun-a-gibraltech,GIBRALTECH,Douala,STAGE
30 Janvier 2019,DEVELOPPEUR MOBILE FRONTEND(IONIC 3+) – FOU DE CODE ET FUN,https://www.jobinfocamer.com/job/19259/developpeur-mobile-frontend-ionic-3-fou-de-code-et-fun-a-gibraltech,GIBRALTECH,Douala,STAGE
29 Janvier 2019,Développeur informatique,https://www.jobinfocamer.com/job/19253/developpeur-informatique-a-cenkyah,CENKYAH,Douala,STAGE
28 Janvier 2019,"Développeur Java ERP Idempiere, Adempiere",https://www.jobinfocamer.com/job/19244/developpeur-java-erp-idempiere-adempiere-a-advance-it-group,ADVANCE IT GROUP,Yaoundé,CDI
28 Janvier 2019,Développeur Java WEB,https://www.jobinfocamer.com/job/19243/developpeur-java-web-a-advance-it-group,ADVANCE IT GROUP,Yaoundé,CDI
28 Janvier 2019,INGÉNIEUR(E) D'AFFAIRES,https://www.jobinfocamer.com/job/19232/ingenieur-e-d-affaires-a-entreprise-de-ntic,ENTREPRISE DE NTIC,Yaoundé,CDI
27 Janvier 2019,GESTIONNAIRE DE CONTENU WEB,https://www.jobinfocamer.com/job/19228/gestionnaire-de-contenu-web-a-sharepoint-logistics-and-services,SharePoint Logistics and Services,Maroua,CDD
27 Janvier 2019,Dévéloppeur Intégrateur Web/Mobile,https://www.jobinfocamer.com/job/19218/developpeur-integrateur-web-mobile-a-smart-tech-sarl,SMART TECH SARL,Douala,CDI
21 Janvier 2019,TECHNICIENS DE MAINTENANCE ORDINATEURS ET IMPRIMANTES,https://www.jobinfocamer.com/job/19117/techniciens-de-maintenance-ordinateurs-et-imprimantes-a-palais-de-la-micro,PALAIS DE LA MICRO,Yaoundé,CDI
20 Janvier 2019,Computer Scientists,https://www.jobinfocamer.com/job/19109/computer-scientists-a-yfa-group,YFA GROUP,Douala,CDI
20 Janvier 2019,INFORMATICIENS,https://www.jobinfocamer.com/job/19108/informaticiens-a-yfa-group,YFA GROUP,Douala,CDI
19 Janvier 2019,Technicien systèmes et reseaux,https://www.jobinfocamer.com/job/19093/technicien-systemes-et-reseaux-a-grow-services-nos-sarl,Grow Services Nos Sarl,Douala,CDI
14 Janvier 2019,Head of IT Support et Maintenance Service,https://www.jobinfocamer.com/job/19048/head-of-it-support-et-maintenance-service-a-pan-african-savings-loans-cameroun-s-a,PAN AFRICAN SAVINGS & LOANS CAMEROUN S.A,Douala,CDI
11 Janvier 2019,INFORMATICIEN,https://www.jobinfocamer.com/job/19019/informaticien-a-abs-holding,ABS HOLDING,Yaoundé,CDD
11 Janvier 2019,"Développeur Web, Liferay",https://www.jobinfocamer.com/job/19009/developpeur-web-liferay-a-ewonga-sarl,EWONGA Sarl,Douala,CDI
10 Janvier 2019,Administrateur du système d'information,https://www.jobinfocamer.com/job/18989/administrateur-du-systeme-d-information-a-hightechtelecoms,HighTechTelecoms,Douala,CDI
09 Janvier 2019,TECHNICIEN SUPERIEUR EN E-COMMERCE ET RESEAU,https://www.jobinfocamer.com/job/18971/technicien-superieur-en-e-commerce-et-reseau-a-finex,FINEX,Yaoundé,CDI
08 Janvier 2019,DEVELOPPEUR JAVA,https://www.jobinfocamer.com/job/18965/developpeur-java-a-afrologix,AFROLOGIX,Yaoundé,CDI
07 Janvier 2019,TECHNICIEN SYSTEMES ET RESEAUX,https://www.jobinfocamer.com/job/18957/technicien-systemes-et-reseaux-a-twingo-sarl,Twingo SARL,Yaoundé,STAGE
03 Janvier 2019,Ingénieur Génie Logiciel,https://www.jobinfocamer.com/job/18888/ingenieur-genie-logiciel-a-finex,FINEX,Yaoundé,CDI
02 Janvier 2019,Charge de Projet Digital,https://www.jobinfocamer.com/job/18874/charge-de-projet-digital-a-vendor-marketing,VENDOR & MARKETING,Yaoundé,STAGE
02 Janvier 2019,Développeur Web et Mobile,https://www.jobinfocamer.com/job/18872/developpeur-web-et-mobile-a-mainic-sas,Mainic SAS,Douala,STAGE
02 Janvier 2019,Développeur web,https://www.jobinfocamer.com/job/18869/developpeur-web-a-betuulabs,Betuulabs,Douala,STAGE
02 Janvier 2019,Développeur Web,https://www.jobinfocamer.com/job/18867/developpeur-web-a-foza-services,FOZA SERVICES,Douala,STAGE
31 Décembre 2018,IT Assistant,https://www.jobinfocamer.com/job/18864/it-assistant-a-pnud-cameroun,PNUD Cameroun,Yaoundé,CDD
27 Décembre 2018,Développeur Android Senior,https://www.jobinfocamer.com/job/18835/developpeur-android-senior-a-stillforce-ltd,STILLFORCE LTD,Douala,CDD
27 Décembre 2018,INTÉGRATEUR WEB/MOBILE,https://www.jobinfocamer.com/job/18834/integrateur-web-mobile-a-stillforce-ltd,STILLFORCE LTD,Douala,CDD
25 Décembre 2018,Développeur Android,https://www.jobinfocamer.com/job/18810/developpeur-android-a-digital-academy,Digital Academy,Yaoundé,CDI
21 Décembre 2018,Information Management Assistant,https://www.jobinfocamer.com/job/18786/information-management-assistant-a-pnud-cameroun,PNUD Cameroun,Kousseri,CDD
20 Décembre 2018,Assistant au département de la logistique,https://www.jobinfocamer.com/job/18776/assistant-au-departement-de-la-logistique-a-cediane-sarl,CEDIANE SARL,Douala,CDD
20 Décembre 2018,Infrastructure and Solution Specialist,https://www.jobinfocamer.com/job/18770/infrastructure-and-solution-specialist-a-cotco,COTCO,Douala,CDI
17 Décembre 2018,Technicien de maintenace de réseaux et système informatique,https://www.jobinfocamer.com/job/18747/technicien-de-maintenace-de-reseaux-et-systeme-informatique-a-scimpos,SCIMPOS,Douala,CDI
13 Décembre 2018,Designer et Developpeur web,https://www.jobinfocamer.com/job/18714/designer-et-developpeur-web-a-betuulabs,Betuulabs,Douala,STAGE
12 Décembre 2018,Programmeur,https://www.jobinfocamer.com/job/18707/programmeur-a-noobysee,NOOBYSEE,Douala,CDD
12 Décembre 2018,Développeur Web,https://www.jobinfocamer.com/job/18705/developpeur-web-a-yoomee-cameroun,YooMee Cameroun,Douala,CDI
12 Décembre 2018,Enseignant d’Informatique et Développeur Web,https://www.jobinfocamer.com/job/18699/enseignant-d-informatique-et-developpeur-web-a-camerweb,CamerWeb,Yaoundé,CDI
11 Décembre 2018,Commerciaux Freelance B2B,https://www.jobinfocamer.com/job/18696/commerciaux-freelance-b2b-a-techsoft-web-agency,TechSoft Web Agency,Douala,CDI
09 Décembre 2018,DEVELOPPEUR WEB – FRONT et BACK,https://www.jobinfocamer.com/job/18680/developpeur-web-front-et-back-a-techno-dev,TECHNO DEV,Yaoundé,CDI
05 Décembre 2018,ICT Officer,https://www.jobinfocamer.com/job/18654/ict-officer-a-nascent-solutions-inc-,"Nascent Solutions, Inc.",Kumbo,CDD
05 Décembre 2018,Technicien de réseau informatique,https://www.jobinfocamer.com/job/18651/technicien-de-reseau-informatique-a-incc,INCC,Yaoundé,CDI
04 Décembre 2018,JUNIOR ASSISTANTS DÉVELOPPEURS WEB ET MOBILE,https://www.jobinfocamer.com/job/18641/junior-assistants-developpeurs-web-et-mobile-a-attractive-corp-associates,Attractive Corp & Associates,Douala,CDD
04 Décembre 2018,DEVELOPPEURS WEB ET MOBILE FULL STACK H/F,https://www.jobinfocamer.com/job/18637/developpeurs-web-et-mobile-full-stack-h-f-a-attractive-corp-associates,Attractive Corp & Associates,Douala,CDI
30 Novembre 2018,Développeur Web,https://www.jobinfocamer.com/job/18596/developpeur-web-a-smartworld,SMARTWORLD,Douala,CDI
29 Novembre 2018,TECHNICO-COMMERCIAL IT EXPERT,https://www.jobinfocamer.com/job/18583/technico-commercial-it-expert-a-entreprise-de-la-place,Entreprise de la place,Douala,CDI
29 Novembre 2018,INGENIEUR RESEAU ET SYSTEME INFORMATIQUE,https://www.jobinfocamer.com/job/18581/ingenieur-reseau-et-systeme-informatique-a-entreprise-de-la-place,Entreprise de la place,Douala,CDI
26 Novembre 2018,Responsable commercial(e),https://www.jobinfocamer.com/job/18566/responsable-commercial-e--a-ticnov,TICNOV,Douala,CDI
25 Novembre 2018,IT Assistant Maroua,https://www.jobinfocamer.com/job/18543/it-assistant-maroua-a-plan-cameroon,Plan Cameroon,Maroua,CDD
22 Novembre 2018,STAGIAIRE BI et BIG DATA,https://www.jobinfocamer.com/job/18512/stagiaire-bi-et-big-data-a-philjohn-technologies,PHILJOHN TECHNOLOGIES,Douala,STAGE
22 Novembre 2018,CONSULTANT BI et BIG DATA,https://www.jobinfocamer.com/job/18511/consultant-bi-et-big-data-a-philjohn-technologies,PHILJOHN TECHNOLOGIES,Douala,CDD
21 Novembre 2018,Développeur,https://www.jobinfocamer.com/job/18500/developpeur-a-thelema-group,Thélema GROUP,Douala,STAGE
21 Novembre 2018,Développement web,https://www.jobinfocamer.com/job/18496/developpement-web-a-normalis-consulting,Normalis Consulting,Douala,STAGE
19 Novembre 2018,Intern IT Assistant,https://www.jobinfocamer.com/job/18463/intern-it-assistant-a-plan-cameroon,Plan Cameroon,Yaoundé,STAGE
17 Novembre 2018,Développeur Web/mobile,https://www.jobinfocamer.com/job/18460/developpeur-web-mobile-a-universal-software,UNIVERSAL SOFTWARE,Douala,CDD
15 Novembre 2018,Développeur Web/mobile,https://www.jobinfocamer.com/job/18444/developpeur-web-mobile-a-e-afrika,e-Afrika,Yaoundé,CDI
15 Novembre 2018,Data Management Assistant-SIDA Project,https://www.jobinfocamer.com/job/18440/data-management-assistant-sida-project-a-plan-cameroon,Plan Cameroon,Bamenda,CDD
15 Novembre 2018,DÉVELOPPEUR (POSSIBILITÉ D’EMPLOI),https://www.jobinfocamer.com/job/18434/developpeur-possibilite-d-emploi--a-css-engineering,CSS ENGINEERING,Douala,STAGE
12 Novembre 2018,Ingénieur de Travaux (Informaticien),https://www.jobinfocamer.com/job/18385/ingenieur-de-travaux-informaticien--a-oapi,OAPI,Yaoundé,CDI
11 Novembre 2018,Développeur web et mobile,https://www.jobinfocamer.com/job/18370/developpeur-web-et-mobile-a-sclwebmaker,SclWebMaker,Yaoundé,CDI
09 Novembre 2018,Hackeur,https://www.jobinfocamer.com/job/18364/hackeur-a-enix-computer-sarl,Enix Computer Sarl,Douala,STAGE
06 Novembre 2018,Technicien Réseau,https://www.jobinfocamer.com/job/18333/technicien-reseau-a-institut-ucac-icam,Institut UCAC-ICAM,Douala,CDI
31 Octobre 2018,Développeur Web,https://www.jobinfocamer.com/job/18277/developpeur-web-a-sharepoint-sarl,SharePoint Sarl,Maroua,CDD
30 Octobre 2018,Développeur .NET,https://www.jobinfocamer.com/job/18261/developpeur-net-a-global-it,Global IT,Douala,CDI
24 Octobre 2018,Data Analyst,https://www.jobinfocamer.com/job/18200/data-analyst-a-ste-activator-sarl,STE ACTIVATOR SARL,Douala,CDI
23 Octobre 2018,STAGIAIRE EN administration de réseaux,https://www.jobinfocamer.com/job/18189/stagiaire-en-administration-de-reseaux-a-jired-international,Jired International,Yaoundé,STAGE
20 Octobre 2018,Développeur,https://www.jobinfocamer.com/job/18158/developpeur-a-kola-group,KOLA GROUP,Douala,STAGE
18 Octobre 2018,Administrateur Système et Réseau,https://www.jobinfocamer.com/job/18137/administrateur-systeme-et-reseau-a-advance-it-group,ADVANCE IT GROUP,Douala,CDI
17 Octobre 2018,IT Technician,https://www.jobinfocamer.com/job/18119/it-technician-a-helen-keller-international,Helen Keller International,Yaoundé,CDD
11 Octobre 2018,Développeur  Web C# ou ASP.NET,https://www.jobinfocamer.com/job/18077/developpeur-web-c-ou-asp-net-a-paykap-mobile-money,PayKap Mobile Money,Douala,CDI
11 Octobre 2018,Support Client,https://www.jobinfocamer.com/job/18073/support-client-a-digital-academy,Digital Academy,Yaoundé,CDI
10 Octobre 2018,CTO,https://www.jobinfocamer.com/job/18061/cto-a-it-services,IT SERVICES,Yaoundé,CDI
01 Octobre 2018,"Développeur Angular JS, CSS",https://www.jobinfocamer.com/job/18013/developpeur-angular-js-css-a-entreprise-de-la-place,Entreprise de la place,Yaoundé,CDI
01 Octobre 2018,Software engineer,https://www.jobinfocamer.com/job/18010/software-engineer-a-let-s-realize,LET'S REALIZE,Douala,CDI
26 Septembre 2018,CTO,https://www.jobinfocamer.com/job/17982/cto-a-it-services,IT SERVICES,Yaoundé,CDI
25 Septembre 2018,Développeur web et mobile,https://www.jobinfocamer.com/job/17976/developpeur-web-et-mobile-a-amla-cameroun,AMLA CAMEROUN,Yaoundé,CDI
24 Septembre 2018,Développeur,https://www.jobinfocamer.com/job/17968/developpeur-a-kola-group,KOLA GROUP,Douala,STAGE
21 Septembre 2018,Informaticiens développeurs de logiciels,https://www.jobinfocamer.com/job/17952/informaticiens-developpeurs-de-logiciels-a-palais-de-la-micro,PALAIS DE LA MICRO,Yaoundé,CDI
17 Septembre 2018,Développeur Android Senior,https://www.jobinfocamer.com/job/17913/developpeur-android-senior-a-stillforce-ltd,STILLFORCE LTD,Douala,CDD
17 Septembre 2018,Développeur Python Full Stack,https://www.jobinfocamer.com/job/17907/developpeur-python-full-stack-a-y-note-sarl,Y-NOTE Sarl,Yaoundé,CDI
